,us_state,county,CaseCount,Population
0,AL,Shelby,532,1044707
1,AL,Hale,51,74956
2,AL,Monroe,83,108662
3,AL,Coosa,46,54815
4,AL,Perry,34,48294
5,AL,Lauderdale,413,463244
6,AL,Madison,1190,1767915
7,AL,Randolph,97,112692
8,AL,Pickens,94,100855
9,AL,Wilcox,47,54571
10,AL,Tuscaloosa,632,1023240
11,AL,Sumter,54,65631
12,AL,Mobile,1662,2073749
13,AL,Pike,110,167388
14,AL,Washington,56,83735
15,AL,Dale,239,247093
16,AL,St. Clair,395,433645
17,AL,Winston,130,119903
18,AL,Henry,97,85543
19,AL,Tallapoosa,233,203709
20,AL,Marion,163,150288
21,AL,Marshall,450,473985
22,AL,Escambia,173,187653
23,AL,Morgan,556,596094
24,AL,Talladega,394,404508
25,AL,Cullman,393,408811
26,AL,Marengo,84,98736
27,AL,Butler,77,100820
28,AL,Coffee,213,255206
29,AL,Clarke,100,123136
30,AL,DeKalb,273,355527
31,AL,Lee,347,784323
32,AL,Choctaw,62,65930
33,AL,Jefferson,2335,3299356
34,AL,Montgomery,680,1137114
35,AL,Geneva,159,132823
36,AL,Lamar,93,70031
37,AL,Walker,413,324520
38,AL,Russell,233,292417
39,AL,Lowndes,52,51873
40,AL,Colbert,269,272247
41,AL,Jackson,294,261693
42,AL,Elmore,327,404740
43,AL,Conecuh,75,63206
44,AL,Dallas,187,203820
45,AL,Bullock,50,52173
46,AL,Cleburne,80,74677
47,AL,Crenshaw,86,69353
48,AL,Franklin,130,157898
49,AL,Lawrence,179,166473
50,AL,Fayette,85,83309
51,AL,Greene,39,42644
52,AL,Limestone,353,457994
53,AL,Chilton,180,219133
54,AL,Houston,419,520674
55,AL,Macon,92,96855
56,AL,Etowah,509,516079
57,AL,Bibb,110,112750
58,AL,Barbour,112,130973
59,AL,Calhoun,575,577754
60,AL,Chambers,174,169659
61,AL,Blount,273,287998
62,AL,Covington,224,187579
63,AL,Cherokee,150,129257
64,AL,Clay,87,67017
65,AL,Baldwin,1032,1017401
66,AL,Autauga,216,275112
67,AK,Bethel,28,89833
68,AK,Juneau  and Borough,75,162125
69,AK,Fairbanks North Star Borough,190,500222
70,AK,Sitka  and Borough,29,44014
71,AK,Ketchikan Gateway Borough,44,69025
72,AK,Yakutat  and Borough,Data Suppressed,3161
73,AK,Northwest Arctic Borough,Data Suppressed,38723
74,AK,Prince of Wales-Hyder,19,25950
75,AK,North Slope Borough,32,48899
76,AK,Skagway,Data Suppressed,4434
77,AK,Wrangell Borough,Data Suppressed,9918
78,AK,Prince of Wales-Outer Ketchikan CA,Data Suppressed,5823
79,AK,Hoonah-Angoon,Data Suppressed,8507
80,AK,Kodiak Island Borough,39,68988
81,AK,Anchorage,629,1490175
82,AK,Skagway-Hoonah-Angoon,Data Suppressed,3146
83,AK,Nome,29,49462
84,AK,Yukon-Koyukuk,21,27313
85,AK,Haines Borough,Data Suppressed,12674
86,AK,Aleutians East Borough,Data Suppressed,16957
87,AK,Wrangell-Petersburg,Data Suppressed,6162
88,AK,Lake and Peninsula Borough,Data Suppressed,8107
89,AK,Denali Borough,Data Suppressed,9889
90,AK,Dillingham,16,24854
91,AK,Kenai Peninsula Borough,219,289583
92,AK,Matanuska-Susitna Borough,270,505589
93,AK,Wade Hampton,Data Suppressed,40661
94,AK,Southeast Fairbanks,21,34444
95,AK,Valdez-Cordova,35,47115
96,AK,Petersburg,Data Suppressed,13053
97,AK,Bristol Bay Borough,Data Suppressed,4579
98,AK,Aleutians West,Data Suppressed,28804
99,AZ,Apache,75,358131
100,AZ,Coconino,187,694942
101,AZ,Santa Cruz,85,233400
102,AZ,Pinal,1207,2037121
103,AZ,Navajo,230,540224
104,AZ,La Paz,131,102940
105,AZ,Greenlee,25,46943
106,AZ,Mohave,1525,1023928
107,AZ,Yavapai,1105,1105656
108,AZ,Graham,92,188775
109,AZ,Yuma,602,1029604
110,AZ,Gila,208,266131
111,AZ,Maricopa,10676,20877759
112,AZ,Cochise,475,634234
113,AZ,Pima,3227,5056975
114,AR,Izard,68,67608
115,AR,Lee,37,48019
116,AR,Sevier,58,86197
117,AR,Benton,796,1261778
118,AR,Columbia,89,120203
119,AR,Montgomery,56,45293
120,AR,Saline,561,581961
121,AR,Scott,57,52803
122,AR,Chicot,59,55053
123,AR,Little River,72,62498
124,AR,Drew,76,92865
125,AR,Crittenden,206,246470
126,AR,Boone,200,186272
127,AR,Carroll,158,139002
128,AR,Faulkner,435,606457
129,AR,Clark,120,112450
130,AR,Craighead,440,521591
131,AR,Cross,95,85836
132,AR,Desha,64,60423
133,AR,Bradley,63,54972
134,AR,Jefferson,394,357208
135,AR,Hot Spring,184,167415
136,AR,Ashley,130,103919
137,AR,Dallas,48,37871
138,AR,Independence,225,185523
139,AR,Cleburne,189,126827
140,AR,Hempstead,103,110776
141,AR,Howard,65,67163
142,AR,Lincoln,53,69155
143,AR,Newton,51,39488
144,AR,Polk,118,101113
145,AR,St. Francis,120,133542
146,AR,Union,197,200142
147,AR,Pulaski,1491,1966179
148,AR,Washington,657,1121696
149,AR,Cleveland,67,41627
150,AR,Clay,129,75940
151,AR,Calhoun,45,25928
152,AR,Lawrence,139,83967
153,AR,Crawford,325,310632
154,AR,Conway,123,104725
155,AR,Arkansas,101,91604
156,AR,Marion,142,81912
157,AR,Fulton,85,60599
158,AR,Grant,95,90286
159,AR,Garland,617,489978
160,AR,Johnson,146,130643
161,AR,Lafayette,48,35179
162,AR,Mississippi,244,217614
163,AR,Nevada,59,42649
164,AR,Franklin,115,88995
165,AR,Perry,78,51588
166,AR,Baxter,352,205459
167,AR,Pike,73,54487
168,AR,Ouachita,153,121875
169,AR,Jackson,128,87046
170,AR,Stone,94,62197
171,AR,Sebastian,574,636765
172,AR,Van Buren,140,83775
173,AR,Poinsett,194,120481
174,AR,Searcy,53,39644
175,AR,Miller,218,218665
176,AR,Madison,87,79581
177,AR,Woodruff,52,33842
178,AR,Greene,235,220952
179,AR,Pope,287,316802
180,AR,Phillips,98,97586
181,AR,Lonoke,342,358086
182,AR,Randolph,134,87693
183,AR,Prairie,55,41518
184,AR,Yell,111,108155
185,AR,Logan,152,109076
186,AR,Monroe,58,37033
187,AR,White,389,393845
188,AR,Sharp,145,84892
189,CA,Mono,20,70696
190,CA,Marin,685,1300262
191,CA,Imperial,311,895859
192,CA,Modoc,30,45060
193,CA,Monterey,760,2157519
194,CA,Calaveras,192,225235
195,CA,Alameda,3431,8131992
196,CA,Fresno,1928,4848280
197,CA,Lassen,76,157248
198,CA,El Dorado,607,924122
199,CA,Contra Costa,2647,5609779
200,CA,Los Angeles,18566,50382849
201,CA,Placer,1148,1872682
202,CA,Ventura,1864,4228192
203,CA,Santa Cruz,535,1363512
204,CA,Alpine,Data Suppressed,5474
205,CA,Del Norte,95,137111
206,CA,Butte,853,1125782
207,CA,Amador,207,186389
208,CA,Humboldt,473,676876
209,CA,Kern,1716,4381060
210,CA,Madera,360,768863
211,CA,Glenn,100,139266
212,CA,Inyo,74,90798
213,CA,Colusa,61,106960
214,CA,Kings,268,749423
215,CA,Napa,421,702940
216,CA,Riverside,5428,11753713
217,CA,San Benito,109,292811
218,CA,San Diego,7249,16382050
219,CA,Orange,6631,15742950
220,CA,San Mateo,1771,3809142
221,CA,Santa Barbara,961,2206984
222,CA,Santa Clara,3741,9540731
223,CA,Tulare,776,2289294
224,CA,Stanislaus,1302,2670411
225,CA,San Joaquin,1739,3610788
226,CA,Lake,388,320167
227,CA,Siskiyou,188,217510
228,CA,Mendocino,315,436581
229,CA,Nevada,345,493717
230,CA,Mariposa,70,88035
231,CA,Solano,1250,2169789
232,CA,Sutter,289,477099
233,CA,Merced,548,1332809
234,CA,San Bernardino,3867,10589335
235,CA,Sacramento,4063,7466890
236,CA,San Luis Obispo,837,1399014
237,CA,San Francisco,2261,4306754
238,CA,Tehama,262,315846
239,CA,Yuba,250,372536
240,CA,Sonoma,1408,2500887
241,CA,Shasta,825,893787
242,CA,Sierra,Data Suppressed,14971
243,CA,Plumas,85,93585
244,CA,Trinity,70,65200
245,CA,Tuolumne,233,269121
246,CA,Yolo,445,1060845
247,CO,Summit,21,149874
248,CO,La Plata,74,272483
249,CO,Pitkin,25,89062
250,CO,Eagle,46,269647
251,CO,Clear Creek,16,46302
252,CO,Rio Grande,26,57186
253,CO,Routt,35,122250
254,CO,Yuma,21,50462
255,CO,Teller,65,118835
256,CO,Jefferson,1420,2824158
257,CO,Broomfield,119,321480
258,CO,Park,39,84586
259,CO,Boulder,481,1589320
260,CO,Otero,48,91673
261,CO,Alamosa,21,81741
262,CO,Pueblo,532,817039
263,CO,Rio Blanco,Data Suppressed,32738
264,CO,San Juan,Data Suppressed,3490
265,CO,Ouray,Data Suppressed,23330
266,CO,Weld,603,1431435
267,CO,Phillips,Data Suppressed,21689
268,CO,San Miguel,Data Suppressed,39272
269,CO,Prowers,44,60443
270,CO,Washington,Data Suppressed,24032
271,CO,Adams,1006,2443853
272,CO,Saguache,Data Suppressed,31740
273,CO,Montrose,135,204680
274,CO,El Paso,1393,3382229
275,CO,Custer,19,22513
276,CO,Moffat,29,65234
277,CO,Montezuma,75,128929
278,CO,Grand,25,74117
279,CO,Las Animas,39,70784
280,CO,Gunnison,23,81093
281,CO,Archuleta,35,62993
282,CO,Sedgwick,Data Suppressed,11786
283,CO,Kit Carson,23,39259
284,CO,Lincoln,20,27563
285,CO,Mineral,Data Suppressed,3695
286,CO,Logan,60,108386
287,CO,Morgan,76,140964
288,CO,Kiowa,Data Suppressed,6865
289,CO,Larimer,674,1656547
290,CO,Lake,Data Suppressed,37364
291,CO,Gilpin,18,29032
292,CO,Dolores,Data Suppressed,10100
293,CO,Huerfano,28,32490
294,CO,Delta,115,151116
295,CO,Fremont,195,233299
296,CO,Hinsdale,Data Suppressed,3920
297,CO,Baca,17,17887
298,CO,Jackson,Data Suppressed,6809
299,CO,Mesa,535,744096
300,CO,Garfield,139,289892
301,CO,Arapahoe,1370,3140347
302,CO,Bent,24,28911
303,CO,Crowley,Data Suppressed,27636
304,CO,Elbert,56,123068
305,CO,Denver,1296,3400105
306,CO,Douglas,477,1606526
307,CO,Costilla,Data Suppressed,18152
308,CO,Chaffee,55,94151
309,CO,Cheyenne,Data Suppressed,9260
310,CO,Conejos,Data Suppressed,40712
311,CT,Fairfield,2912,4717906
312,CT,Tolland,477,757205
313,CT,Hartford,3343,4478676
314,CT,Middlesex,765,819315
315,CT,Litchfield,850,920928
316,CT,Windham,540,583168
317,CT,New Haven,3542,4301962
318,CT,New London,1176,1350601
319,DE,New Castle,2051,2764714
320,DE,Sussex,1303,1074638
321,DE,Kent,799,864589
322,FL,Collier,1276,1780188
323,FL,Miami-Dade,7008,13451637
324,FL,Broward,5541,9431548
325,FL,Orange,2938,6452965
326,FL,Palm Beach,5993,7122162
327,FL,Walton,295,317102
328,FL,Charlotte,1300,864465
329,FL,Gadsden,191,230283
330,FL,Sarasota,2605,2024000
331,FL,Osceola,847,1624410
332,FL,St. Lucie,1512,1492195
333,FL,Glades,67,65763
334,FL,Hendry,111,196911
335,FL,DeSoto,163,179412
336,FL,Leon,687,1429899
337,FL,Washington,125,122453
338,FL,Wakulla,139,157925
339,FL,Volusia,3079,2591105
340,FL,Taylor,132,111737
341,FL,Suwannee,273,219012
342,FL,Calhoun,83,72210
343,FL,Bay,923,901728
344,FL,Clay,917,1016027
345,FL,Bradford,133,133968
346,FL,Citrus,1141,706336
347,FL,Dixie,122,81570
348,FL,Holmes,83,97268
349,FL,Hillsborough,4410,6751349
350,FL,Lee,3422,3498703
351,FL,Flagler,676,523446
352,FL,Manatee,1795,1816344
353,FL,Jefferson,58,70445
354,FL,Monroe,323,382432
355,FL,Sumter,939,583151
356,FL,Martin,871,778139
357,FL,Union,191,76417
358,FL,Columbia,422,342438
359,FL,Escambia,1515,1548755
360,FL,Polk,3151,3258056
361,FL,Highlands,719,503167
362,FL,Nassau,468,392440
363,FL,Putnam,533,362028
364,FL,Baker,113,137572
365,FL,Hardee,106,136216
366,FL,Brevard,3292,2837483
367,FL,Lafayette,49,43811
368,FL,Liberty,34,41724
369,FL,Lake,1936,1628316
370,FL,Madison,88,92601
371,FL,Alachua,795,1298281
372,FL,Hamilton,78,71374
373,FL,Okeechobee,243,200812
374,FL,Gilchrist,85,86772
375,FL,Seminole,1445,2243131
376,FL,Jackson,197,242933
377,FL,Indian River,1023,739422
378,FL,Levy,305,198473
379,FL,Pasco,2911,2487722
380,FL,Santa Rosa,696,833250
381,FL,Gulf,84,79992
382,FL,Okaloosa,803,989113
383,FL,St. Johns,992,1132702
384,FL,Pinellas,5260,4742582
385,FL,Duval,3611,4556940
386,FL,Marion,2381,1716993
387,FL,Franklin,64,58467
388,FL,Hernando,1257,896268
389,GA,Fayette,318,551448
390,GA,Macon,46,68231
391,GA,Oconee,101,179887
392,GA,DeKalb,1602,3677115
393,GA,Gwinnett,1645,4437466
394,GA,Union,145,111291
395,GA,Rockdale,257,440961
396,GA,Stewart,20,29568
397,GA,Talbot,32,32155
398,GA,Pulaski,48,56973
399,GA,Morgan,71,90001
400,GA,Meriwether,94,105720
401,GA,Long,40,88249
402,GA,Dooly,51,70189
403,GA,Schley,16,25913
404,GA,Banks,73,91777
405,GA,Washington,89,102495
406,GA,Wheeler,29,39740
407,GA,Whitfield,375,517942
408,GA,Wilkes,50,49459
409,GA,Sumter,126,153366
410,GA,Tattnall,87,127023
411,GA,Rabun,98,81609
412,GA,Marion,39,42648
413,GA,Muscogee,652,992388
414,GA,Jenkins,39,44654
415,GA,Cherokee,693,1179737
416,GA,Early,45,52032
417,GA,Columbia,398,718360
418,GA,Clarke,259,616584
419,GA,Cobb,1799,3684584
420,GA,Fulton,2329,5040957
421,GA,Hancock,37,43284
422,GA,Forsyth,501,1056638
423,GA,Telfair,55,81334
424,GA,Bacon,51,56122
425,GA,Baldwin,202,227788
426,GA,Bleckley,63,63779
427,GA,Bibb,648,769389
428,GA,Berrien,101,94934
429,GA,Atkinson,34,41295
430,GA,Ben Hill,86,86410
431,GA,Appling,88,92136
432,GA,Bartow,458,512662
433,GA,Troup,291,347640
434,GA,Towns,85,56023
435,GA,Treutlen,33,33762
436,GA,Walton,358,443196
437,GA,Toombs,128,135552
438,GA,Wayne,135,149021
439,GA,Upson,146,131298
440,GA,Warren,35,27002
441,GA,Wilcox,45,44439
442,GA,Walker,359,343320
443,GA,Jefferson,70,79681
444,GA,McDuffie,94,107458
445,GA,McIntosh,78,70285
446,GA,Jeff Davis,54,74974
447,GA,Clayton,632,1367749
448,GA,Elbert,100,96426
449,GA,Butts,98,117753
450,GA,Coweta,449,689652
451,GA,Clay,17,15130
452,GA,Evans,38,53709
453,GA,Catoosa,277,329301
454,GA,Gilmer,164,147488
455,GA,Crisp,105,114922
456,GA,Chatham,925,1423680
457,GA,Douglas,413,699925
458,GA,Hart,112,127521
459,GA,Henry,549,1086400
460,GA,Charlton,52,65055
461,GA,Fannin,159,122484
462,GA,Harris,126,166015
463,GA,Greene,89,83432
464,GA,Baker,Data Suppressed,16205
465,GA,Barrow,320,374865
466,GA,Brantley,113,92149
467,GA,Tift,192,202155
468,GA,Worth,138,104047
469,GA,Wilkinson,58,45715
470,GA,Turner,53,40101
471,GA,Webster,Data Suppressed,13124
472,GA,Twiggs,57,41746
473,GA,Ware,176,178067
474,GA,Pierce,108,95448
475,GA,Pike,84,89549
476,GA,Putnam,121,106993
477,GA,Randolph,38,35801
478,GA,Taliaferro,Data Suppressed,8262
479,GA,Spalding,311,321002
480,GA,Taylor,53,41307
481,GA,Quitman,18,11613
482,GA,Richmond,761,1006954
483,GA,Stephens,131,127913
484,GA,Thomas,229,223973
485,GA,Screven,80,70157
486,GA,Terrell,46,44850
487,GA,Glascock,19,15106
488,GA,Emanuel,124,112517
489,GA,Colquitt,229,228587
490,GA,Madison,161,143044
491,GA,Peach,111,134575
492,GA,Mitchell,112,112957
493,GA,Montgomery,42,44944
494,GA,Miller,36,29391
495,GA,Crawford,90,61916
496,GA,Murray,201,197053
497,GA,Lee,124,146021
498,GA,Oglethorpe,74,73281
499,GA,Paulding,495,761907
500,GA,Lanier,43,51899
501,GA,Monroe,149,134158
502,GA,Pickens,187,151593
503,GA,Newton,364,525010
504,GA,Lincoln,47,38813
505,GA,Laurens,247,237527
506,GA,Lumpkin,134,157692
507,GA,Bryan,125,174349
508,GA,Chattooga,144,124334
509,GA,Echols,Data Suppressed,19966
510,GA,Clinch,40,33828
511,GA,Cook,83,85807
512,GA,Coffee,163,214805
513,GA,Dade,91,81356
514,GA,Franklin,141,111588
515,GA,Decatur,136,134988
516,GA,Burke,106,113141
517,GA,Chattahoochee,19,55403
518,GA,Brooks,89,78253
519,GA,Camden,184,261296
520,GA,Bulloch,220,368448
521,GA,Calhoun,Data Suppressed,32383
522,GA,Candler,52,54251
523,GA,Grady,113,124981
524,GA,Haralson,157,143582
525,GA,Jones,139,142698
526,GA,Johnson,41,48840
527,GA,Lowndes,328,569473
528,GA,Carroll,493,574266
529,GA,Habersham,198,219234
530,GA,Dawson,115,116905
531,GA,Dougherty,347,457394
532,GA,Jasper,66,68484
533,GA,Irwin,60,46308
534,GA,Gordon,290,281995
535,GA,Houston,531,750580
536,GA,Lamar,88,91487
537,GA,Jackson,284,319626
538,GA,Heard,74,58067
539,GA,Dodge,106,105317
540,GA,Glynn,380,416144
541,GA,Liberty,174,311393
542,GA,Effingham,218,285683
543,GA,Hall,647,964145
544,GA,Floyd,454,482077
545,GA,White,161,142500
546,GA,Polk,259,206593
547,GA,Seminole,54,42715
548,HI,Kauai,178,354413
549,HI,Maui,434,820149
550,HI,Hawaii,606,978772
551,HI,Honolulu,2953,4944331
552,HI,Kalawao,Data Suppressed,442
553,ID,Owyhee,21,56983
554,ID,Blaine,39,108701
555,ID,Bonneville,203,552515
556,ID,Power,17,38595
557,ID,Valley,31,50540
558,ID,Kootenai,623,750417
559,ID,Fremont,34,64538
560,ID,Jefferson,48,137205
561,ID,Ada,1106,2176376
562,ID,Canyon,553,1036291
563,ID,Idaho,70,81418
564,ID,Bonner,194,209358
565,ID,Gem,72,84196
566,ID,Benewah,44,45230
567,ID,Cassia,41,117562
568,ID,Clark,Data Suppressed,4413
569,ID,Madison,Data Suppressed,191750
570,ID,Lincoln,Data Suppressed,26573
571,ID,Elmore,86,131171
572,ID,Butte,Data Suppressed,13066
573,ID,Lewis,25,19167
574,ID,Bear Lake,Data Suppressed,29710
575,ID,Clearwater,58,43018
576,ID,Boise,32,34901
577,ID,Camas,Data Suppressed,5349
578,ID,Bannock,163,421634
579,ID,Boundary,45,56649
580,ID,Franklin,Data Suppressed,65472
581,ID,Bingham,91,226948
582,ID,Custer,19,20650
583,ID,Caribou,16,34356
584,ID,Gooding,59,75827
585,ID,Adams,17,19705
586,ID,Lemhi,34,38744
587,ID,Minidoka,48,102656
588,ID,Washington,48,49881
589,ID,Oneida,Data Suppressed,21395
590,ID,Shoshone,85,62525
591,ID,Twin Falls,218,412149
592,ID,Nez Perce,185,200158
593,ID,Teton,Data Suppressed,54166
594,ID,Payette,104,114199
595,ID,Latah,93,194277
596,ID,Jerome,59,115932
597,IL,Kane,1317,2642912
598,IL,Calhoun,22,24498
599,IL,DuPage,2700,4662646
600,IL,Champaign,497,1043691
601,IL,Stephenson,191,229085
602,IL,Carroll,70,73466
603,IL,Cook,16495,26192985
604,IL,Douglas,87,98952
605,IL,Bond,72,84258
606,IL,Clinton,158,188230
607,IL,Effingham,144,170876
608,IL,DeKalb,319,521066
609,IL,Whiteside,253,283814
610,IL,Woodford,144,194659
611,IL,Monroe,118,168806
612,IL,Crawford,105,96069
613,IL,Ford,66,67400
614,IL,Fulton,191,178569
615,IL,Adams,333,333446
616,IL,Cumberland,59,54421
617,IL,Boone,212,268219
618,IL,Coles,222,260849
619,IL,Bureau,200,168023
620,IL,Shelby,131,109560
621,IL,Lawrence,77,81905
622,IL,Marshall,79,59559
623,IL,Wabash,57,57991
624,IL,Warren,83,87328
625,IL,Will,2126,3435049
626,IL,Washington,68,71195
627,IL,Rock Island,671,730585
628,IL,Stark,25,27780
629,IL,McHenry,1004,1537960
630,IL,McLean,507,868311
631,IL,Lake,2013,3521725
632,IL,Alexander,49,33838
633,IL,Hamilton,54,41290
634,IL,Edwards,44,32830
635,IL,Hardin,46,20312
636,IL,Christian,241,167639
637,IL,Brown,39,33682
638,IL,Cass,73,64368
639,IL,De Witt,110,80812
640,IL,Clay,87,66991
641,IL,Williamson,417,336884
642,IL,Schuyler,51,35805
643,IL,St. Clair,1189,1323060
644,IL,White,99,70896
645,IL,Saline,151,122047
646,IL,Massac,103,72914
647,IL,Winnebago,1279,1437785
648,IL,Perry,105,107458
649,IL,Scott,30,25518
650,IL,Clark,83,79679
651,IL,Menard,71,62116
652,IL,Pike,92,79228
653,IL,Richland,105,79648
654,IL,McDonough,146,156666
655,IL,Piatt,83,82168
656,IL,Tazewell,726,673199
657,IL,Marion,225,191472
658,IL,Morgan,213,173151
659,IL,Moultrie,67,73592
660,IL,Mercer,95,78941
661,IL,Randolph,162,163799
662,IL,Ogle,238,257995
663,IL,Henderson,45,34675
664,IL,Fayette,94,109399
665,IL,Jasper,44,47983
666,IL,Edgar,97,88275
667,IL,Hancock,94,91259
668,IL,Knox,270,257011
669,IL,Jo Daviess,132,110202
670,IL,Lee,171,173528
671,IL,Kendall,291,614808
672,IL,Madison,1373,1331208
673,IL,Putnam,44,28846
674,IL,Pulaski,51,28480
675,IL,Sangamon,1016,992088
676,IL,Peoria,943,930339
677,IL,Montgomery,184,145807
678,IL,Mason,107,69468
679,IL,Logan,208,146915
680,IL,Greene,84,66680
681,IL,Iroquois,177,142180
682,IL,Gallatin,42,26115
683,IL,Jefferson,209,191672
684,IL,Franklin,310,196485
685,IL,Johnson,90,63420
686,IL,La Salle,625,555004
687,IL,Grundy,217,251759
688,IL,Kankakee,532,558035
689,IL,Jackson,228,295095
690,IL,Macon,714,537409
691,IL,Jersey,115,111072
692,IL,Henry,248,248152
693,IL,Macoupin,326,229962
694,IL,Livingston,210,183254
695,IL,Pope,29,21484
696,IL,Wayne,93,82768
697,IL,Union,117,86339
698,IL,Vermilion,467,395817
699,IN,Hamilton,609,1547294
700,IN,Dubois,133,211801
701,IN,LaGrange,100,193468
702,IN,Boone,188,314949
703,IN,Union,28,36035
704,IN,Hendricks,540,791212
705,IN,Daviess,121,163820
706,IN,Hancock,302,363762
707,IN,Decatur,109,132198
708,IN,Lake,2049,2441601
709,IN,Huntington,151,182430
710,IN,Miami,161,180105
711,IN,Elkhart,748,1012693
712,IN,Warrick,260,307928
713,IN,Monroe,389,722164
714,IN,Carroll,105,99951
715,IN,Gibson,159,168011
716,IN,Clinton,147,162030
717,IN,Henry,257,242992
718,IN,Marion,3587,4697291
719,IN,Howard,434,412305
720,IN,Kosciusko,339,392557
721,IN,Newton,77,70105
722,IN,Brown,90,74993
723,IN,DeKalb,201,212631
724,IN,Franklin,114,114444
725,IN,Wells,123,139247
726,IN,Steuben,163,172180
727,IN,Marshall,212,233648
728,IN,Ripley,118,141897
729,IN,Wabash,137,159144
730,IN,Tippecanoe,485,935400
731,IN,Orange,89,98071
732,IN,Posey,112,127961
733,IN,Adams,121,174994
734,IN,Clay,155,131827
735,IN,Delaware,563,580123
736,IN,Cass,207,191057
737,IN,Crawford,72,52966
738,IN,Dearborn,268,247676
739,IN,Jackson,222,219016
740,IN,Fountain,98,82960
741,IN,Harrison,233,197200
742,IN,Jefferson,209,161374
743,IN,Jennings,149,139249
744,IN,Fulton,110,101413
745,IN,Noble,216,236974
746,IN,Johnson,587,747010
747,IN,Jasper,154,167302
748,IN,Madison,684,648184
